study,Author,Year.publication,Journal,Title,Author.Affiliation,Country,Continent,Developed,Development,Latitude,Publisher,Study.type,In.seufert,In.Badgley,obs,Crop.species,Crop.type,Duration.of.study,Research.project,Study.site,Y_coord,X_coord,year_conv,year_org,Study.Comment,DataThief.used,Perennial,Legume,Comparability.of.system,Drought,Time.since.conversion,Conv.system.type,Org.system.type,Conv.yield.comparability,BMP,Multi.crop,Rotations,non.food.rotation,Org.fertilizer.type,Green.manure.org,Animal.manure.org,N.input,N.inputs.include.all.inputs,Org.N.input.kg.N.ha.1,Conv.N.input.kg.N.ha.1,Org.P.input.kg.P.ha.1,Conv.P.input.kg.P.ha.1,Irrigation,Tillage,GDD,Moisture,Soil.carbon,Soil.pH,Soil.pH.source,Yield.unit,Data.location.1,mean.conv,sd.conv,n.conv,mean.org,sd.org,n.organic,lnR,varlnR,conv_treatment,notes,organic_treatment,between_yr_var,mult_yrs,duplicate_trt_dat,in_original,P.input
study63,Warman & Havard,1997,"Agriculture, Ecosystems and Environment 61, 155-162","Yield, vitamin and mineral contents of organically and conventionally grown carrots and cabbage","Chemistry and Soil Science Department, nova Scotia Agricultural College",Canada,North America,yes,very high,temperate,journal,experimental,yes,yes,525,cabbage,vegetables,short,"field trial Lower Onslow, nova Scotia","Lower Onslow, nova Scotia",45.37,-63.4,1990,1990,NA,no,annual,non-legume,not truly comparable,no,recent,commercial,org stand,higher,yes,both mono,no,no,animal,no,yes,NA,yes,NA,150,NA,220,no,standard,high,high,medium,neutral,paper,t/ha,Tab. 8,52.33,3.06,5,56,3.06,5,0.06778187,0.001281035,conv,three years of data with plot SD,org,1,1,no,NA,NA
study63,Warman & Havard,1997,"Agriculture, Ecosystems and Environment 61, 155-162","Yield, vitamin and mineral contents of organically and conventionally grown carrots and cabbage","Chemistry and Soil Science Department, nova Scotia Agricultural College",Canada,North America,yes,very high,temperate,journal,experimental,yes,yes,523,cabbage,vegetables,short,"field trial Lower Onslow, nova Scotia","Lower Onslow, nova Scotia",45.37,-63.4,1992,1992,NA,no,annual,non-legume,not truly comparable,no,recent,commercial,org stand,higher,yes,both mono,no,no,animal,no,yes,NA,yes,NA,150,NA,220,no,standard,high,high,medium,neutral,paper,t/ha,Tab. 8,30.63,3.79,5,27.68,5.98,5,-0.10126979,0.012396761,conv,three years of data with plot SD,org,1,1,no,NA,NA
study63,Warman & Havard,1997,"Agriculture, Ecosystems and Environment 61, 155-162","Yield, vitamin and mineral contents of organically and conventionally grown carrots and cabbage","Chemistry and Soil Science Department, nova Scotia Agricultural College",Canada,North America,yes,very high,temperate,journal,experimental,yes,yes,524,cabbage,vegetables,short,"field trial Lower Onslow, nova Scotia","Lower Onslow, nova Scotia",45.37,-63.4,1991,1991,NA,no,annual,non-legume,not truly comparable,no,recent,commercial,org stand,higher,yes,both mono,no,no,animal,no,yes,NA,yes,NA,150,NA,220,no,standard,high,high,medium,neutral,paper,t/ha,Tab. 8,56.36,4.87,5,53.4,10.93,5,-0.053948941,0.009872212,conv,three years of data with plot SD,org,1,1,no,NA,NA
study64,Warman & Havard,1998,"Agriculture, Ecosystems and Environment 68, 207-216","Yield, vitamin and mineral contents of organically and conventionally grown potatoes and sweet corn","Chemistry and Soil Science Department, nova Scotia Agricultural College",Canada,North America,yes,very high,temperate,journal,experimental,yes,yes,530,maize,vegetables,short,"field trial Lower Onslow, nova Scotia","Lower Onslow, nova Scotia",45.37,-63.4,1990,1990,NA,no,annual,non-legume,not truly comparable,no,recent,commercial,org stand,comparable,yes,both mono,no,no,animal,no,yes,more org,yes,200,100,NA,155,no,standard,high,high,medium,neutral,paper,t/ha,Tab. 6,4.73,0.87,5,4.8,0.14,5,0.014690715,0.006936361,conv,three years of data with plot SD,org,1,11,no,NA,NA
study64,Warman & Havard,1998,"Agriculture, Ecosystems and Environment 68, 207-216","Yield, vitamin and mineral contents of organically and conventionally grown potatoes and sweet corn","Chemistry and Soil Science Department, nova Scotia Agricultural College",Canada,North America,yes,very high,temperate,journal,experimental,yes,yes,533,potato,roots & tubers,short,"field trial Lower Onslow, nova Scotia","Lower Onslow, nova Scotia",45.37,-63.4,1990,1990,NA,no,annual,non-legume,not truly comparable,no,recent,commercial,org stand,comparable,yes,both mono,no,no,animal,no,yes,more org,yes,260,130,NA,165,no,standard,high,high,medium,neutral,paper,t/ha,Tab. 1,27.56,1.99,5,24.47,2.55,5,-0.118917569,0.003214657,conv,three years of data with plot SD,org,1,12,no,NA,NA
study64,Warman & Havard,1998,"Agriculture, Ecosystems and Environment 68, 207-216","Yield, vitamin and mineral contents of organically and conventionally grown potatoes and sweet corn","Chemistry and Soil Science Department, nova Scotia Agricultural College",Canada,North America,yes,very high,temperate,journal,experimental,yes,yes,534,potato,roots & tubers,short,"field trial Lower Onslow, nova Scotia","Lower Onslow, nova Scotia",45.37,-63.4,1992,1992,NA,no,annual,non-legume,not truly comparable,no,recent,commercial,org stand,comparable,yes,both mono,no,no,animal,no,yes,more org,yes,260,130,NA,165,no,standard,high,high,medium,neutral,paper,t/ha,Tab. 1,33.55,1.67,5,24.49,4.6,5,-0.314771992,0.007551694,conv,three years of data with plot SD,org,1,12,no,NA,NA
study64,Warman & Havard,1998,"Agriculture, Ecosystems and Environment 68, 207-216","Yield, vitamin and mineral contents of organically and conventionally grown potatoes and sweet corn","Chemistry and Soil Science Department, nova Scotia Agricultural College",Canada,North America,yes,very high,temperate,journal,experimental,yes,yes,531,maize,vegetables,short,"field trial Lower Onslow, nova Scotia","Lower Onslow, nova Scotia",45.37,-63.4,1992,1992,NA,no,annual,non-legume,not truly comparable,no,recent,commercial,org stand,comparable,yes,both mono,no,no,animal,no,yes,more org,yes,200,100,NA,155,no,standard,high,high,medium,neutral,paper,t/ha,Tab. 6,8.92,1.2,5,5.97,0.82,5,-0.401549019,0.007392811,conv,three years of data with plot SD,org,1,11,no,NA,NA
study64,Warman & Havard,1998,"Agriculture, Ecosystems and Environment 68, 207-216","Yield, vitamin and mineral contents of organically and conventionally grown potatoes and sweet corn","Chemistry and Soil Science Department, nova Scotia Agricultural College",Canada,North America,yes,very high,temperate,journal,experimental,yes,yes,532,potato,roots & tubers,short,"field trial Lower Onslow, nova Scotia","Lower Onslow, nova Scotia",45.37,-63.4,1991,1991,NA,no,annual,non-legume,not truly comparable,no,recent,commercial,org stand,comparable,yes,both mono,no,no,animal,no,yes,more org,yes,260,130,NA,165,no,standard,high,high,medium,neutral,paper,t/ha,Tab. 1,13.33,16.79,5,14.01,4.12,5,0.049754226,0.334596842,conv,three years of data with plot SD,org,1,12,no,NA,NA
study64,Warman & Havard,1998,"Agriculture, Ecosystems and Environment 68, 207-216","Yield, vitamin and mineral contents of organically and conventionally grown potatoes and sweet corn","Chemistry and Soil Science Department, nova Scotia Agricultural College",Canada,North America,yes,very high,temperate,journal,experimental,yes,yes,529,maize,vegetables,short,"field trial Lower Onslow, nova Scotia","Lower Onslow, nova Scotia",45.37,-63.4,1991,1991,NA,no,annual,non-legume,not truly comparable,no,recent,commercial,org stand,comparable,yes,both mono,no,no,animal,no,yes,more org,yes,200,100,NA,155,no,standard,high,high,medium,neutral,paper,t/ha,Tab. 6,12.95,0.54,5,11.16,0.87,5,-0.148759831,0.001563217,conv,three years of data with plot SD,org,1,11,no,NA,NA
study65,Welsh et al.,2009,"Agronomy Journal 101, 1027-1035",High yielding organic crop management decreases plant-available but not recalcitrant soil phosphorus,"Department of Soil Science, University of Manitoba",Canada,North America,yes,very high,temperate,journal,experimental,yes,no,538,flax,oil crops,short,"Glenlea Long-Term Rotation study, 1992-2004",University of Manitoba Glenlea research station,49.65,-97.12,2003,2003,grain-only rotation,no,annual,non-legume,comparable,no,NA,commercial,org stand,comparable,no,both mono,similar,no,plant,yes,no,more conv,no,0,NA,0,NA,no,NA,high,high,high,neutral,paper,kg/ha,Tab. 1,1693,84,3,231,23,3,-1.991839672,0.00412512,grain-only rotation,NA,grain-only rotation,1,14,no,NA,NA
study65,Welsh et al.,2009,"Agronomy Journal 101, 1027-1035",High yielding organic crop management decreases plant-available but not recalcitrant soil phosphorus,"Department of Soil Science, University of Manitoba",Canada,North America,yes,very high,temperate,journal,experimental,yes,no,541,wheat,cereals,short,"Glenlea Long-Term Rotation study, 1992-2004",University of Manitoba Glenlea research station,49.65,-97.12,2004,2004,Forage-grain rotation,no,annual,non-legume,comparable,no,NA,commercial,org stand,comparable,no,both mono,similar,both,plant,yes,no,more conv,no,0,NA,0,NA,no,NA,high,high,high,neutral,paper,kg/ha,Tab. 1,1282,87,3,553,80,3,-0.840818636,0.008511148,Forage-grain rotation,NA,Forage-grain rotation,1,15,no,NA,NA
study65,Welsh et al.,2009,"Agronomy Journal 101, 1027-1035",High yielding organic crop management decreases plant-available but not recalcitrant soil phosphorus,"Department of Soil Science, University of Manitoba",Canada,North America,yes,very high,temperate,journal,experimental,yes,no,537,flax,oil crops,short,"Glenlea Long-Term Rotation study, 1992-2004",University of Manitoba Glenlea research station,49.65,-97.12,1995,1995,Forage-grain rotation,no,annual,non-legume,comparable,no,NA,commercial,org stand,comparable,no,both mono,similar,both,plant,yes,no,more conv,no,0,NA,0,NA,no,NA,high,high,high,neutral,paper,kg/ha,Tab. 1,1712,59,3,1373,112,3,-0.220664151,0.002613953,Forage-grain rotation,NA,Forage-grain rotation,1,13,no,NA,NA
study65,Welsh et al.,2009,"Agronomy Journal 101, 1027-1035",High yielding organic crop management decreases plant-available but not recalcitrant soil phosphorus,"Department of Soil Science, University of Manitoba",Canada,North America,yes,very high,temperate,journal,experimental,yes,no,542,wheat,cereals,short,"Glenlea Long-Term Rotation study, 1992-2004",University of Manitoba Glenlea research station,49.65,-97.12,2000,2000,Forage-grain rotation,no,annual,non-legume,comparable,no,NA,commercial,org stand,comparable,no,both mono,similar,both,plant,yes,no,more conv,no,0,NA,0,NA,no,NA,high,high,high,neutral,paper,kg/ha,Tab. 1,2402,517,3,441,253,3,-1.695012127,0.125151454,Forage-grain rotation,NA,Forage-grain rotation,1,15,no,NA,NA
study65,Welsh et al.,2009,"Agronomy Journal 101, 1027-1035",High yielding organic crop management decreases plant-available but not recalcitrant soil phosphorus,"Department of Soil Science, University of Manitoba",Canada,North America,yes,very high,temperate,journal,experimental,yes,no,535,flax,oil crops,short,"Glenlea Long-Term Rotation study, 1992-2004",University of Manitoba Glenlea research station,49.65,-97.12,2003,2003,Forage-grain rotation,no,annual,non-legume,comparable,no,NA,commercial,org stand,comparable,no,both mono,similar,both,plant,yes,no,more conv,no,0,NA,0,NA,no,NA,high,high,high,neutral,paper,kg/ha,Tab. 1,1328,209,3,482,264,3,-1.013485216,0.108254383,Forage-grain rotation,NA,Forage-grain rotation,1,13,no,NA,NA
study65,Welsh et al.,2009,"Agronomy Journal 101, 1027-1035",High yielding organic crop management decreases plant-available but not recalcitrant soil phosphorus,"Department of Soil Science, University of Manitoba",Canada,North America,yes,very high,temperate,journal,experimental,yes,no,540,flax,oil crops,short,"Glenlea Long-Term Rotation study, 1992-2004",University of Manitoba Glenlea research station,49.65,-97.12,1995,1995,grain-only rotation,no,annual,non-legume,comparable,no,NA,commercial,org stand,comparable,no,both mono,similar,no,plant,yes,no,more conv,no,0,NA,0,NA,no,NA,high,high,high,neutral,paper,kg/ha,Tab. 1,1877,247,3,961,123,3,-0.669455628,0.011232859,grain-only rotation,NA,grain-only rotation,1,14,no,NA,NA
study65,Welsh et al.,2009,"Agronomy Journal 101, 1027-1035",High yielding organic crop management decreases plant-available but not recalcitrant soil phosphorus,"Department of Soil Science, University of Manitoba",Canada,North America,yes,very high,temperate,journal,experimental,yes,no,536,flax,oil crops,short,"Glenlea Long-Term Rotation study, 1992-2004",University of Manitoba Glenlea research station,49.65,-97.12,1999,1999,Forage-grain rotation,no,annual,non-legume,comparable,no,NA,commercial,org stand,comparable,no,both mono,similar,both,plant,yes,no,more conv,no,0,NA,0,NA,no,NA,high,high,high,neutral,paper,kg/ha,Tab. 1,1454,148,3,1379,117,3,-0.05295978,0.005853117,Forage-grain rotation,NA,Forage-grain rotation,1,13,no,NA,NA
study65,Welsh et al.,2009,"Agronomy Journal 101, 1027-1035",High yielding organic crop management decreases plant-available but not recalcitrant soil phosphorus,"Department of Soil Science, University of Manitoba",Canada,North America,yes,very high,temperate,journal,experimental,yes,no,546,wheat,cereals,short,"Glenlea Long-Term Rotation study, 1992-2004",University of Manitoba Glenlea research station,49.65,-97.12,1996,1996,grain only rotation,no,annual,non-legume,comparable,no,NA,commercial,org stand,comparable,no,both mono,similar,both,plant,yes,no,more conv,no,0,NA,0,NA,no,NA,high,high,high,neutral,paper,kg/ha,Tab. 1,3276,313,3,1122,277,3,-1.071510359,0.023359516,grain only rotation,NA,grain only rotation,1,,no,NA,NA
study65,Welsh et al.,2009,"Agronomy Journal 101, 1027-1035",High yielding organic crop management decreases plant-available but not recalcitrant soil phosphorus,"Department of Soil Science, University of Manitoba",Canada,North America,yes,very high,temperate,journal,experimental,yes,no,547,wheat,cereals,short,"Glenlea Long-Term Rotation study, 1992-2005",University of Manitoba Glenlea research station,49.65,-97.12,2000,2000,forage-grain compost,no,annual,non-legume,comparable,no,NA,commercial,org stand,comparable,no,both mono,similar,both,animal,yes,yes,more conv,no,63,NA,24,NA,no,NA,high,high,high,neutral,paper,kg/ha,Tab. 1,1988,169,3,897,240,3,-0.795828525,0.026271425,forage-grain compost,NA,forage-grain compost,1,,no,NA,NA
study65,Welsh et al.,2009,"Agronomy Journal 101, 1027-1035",High yielding organic crop management decreases plant-available but not recalcitrant soil phosphorus,"Department of Soil Science, University of Manitoba",Canada,North America,yes,very high,temperate,journal,experimental,yes,no,539,flax,oil crops,short,"Glenlea Long-Term Rotation study, 1992-2004",University of Manitoba Glenlea research station,49.65,-97.12,1999,1999,grain-only rotation,no,annual,non-legume,comparable,no,NA,commercial,org stand,comparable,no,both mono,similar,no,plant,yes,no,more conv,no,0,NA,0,NA,no,NA,high,high,high,neutral,paper,kg/ha,Tab. 1,1378,600,3,606,280,3,-0.821508466,0.134357245,grain-only rotation,NA,grain-only rotation,1,14,no,NA,NA
study65,Welsh et al.,2009,"Agronomy Journal 101, 1027-1035",High yielding organic crop management decreases plant-available but not recalcitrant soil phosphorus,"Department of Soil Science, University of Manitoba",Canada,North America,yes,very high,temperate,journal,experimental,yes,no,544,wheat,cereals,short,"Glenlea Long-Term Rotation study, 1992-2004",University of Manitoba Glenlea research station,49.65,-97.12,2000,2000,Forage-grain rotation,no,annual,non-legume,comparable,no,NA,commercial,org stand,comparable,no,both mono,similar,no,plant,yes,no,more conv,no,0,NA,0,NA,no,NA,high,high,high,neutral,paper,kg/ha,Tab. 1,2854,115,3,1372,174,3,-0.73245199,0.005902497,Forage-grain rotation,NA,Forage-grain rotation,1,15,no,NA,NA
study65,Welsh et al.,2009,"Agronomy Journal 101, 1027-1035",High yielding organic crop management decreases plant-available but not recalcitrant soil phosphorus,"Department of Soil Science, University of Manitoba",Canada,North America,yes,very high,temperate,journal,experimental,yes,no,545,wheat,cereals,short,"Glenlea Long-Term Rotation study, 1992-2004",University of Manitoba Glenlea research station,49.65,-97.12,1996,1996,Forage-grain rotation,no,annual,non-legume,comparable,no,NA,commercial,org stand,comparable,no,both mono,similar,no,plant,yes,no,more conv,no,0,NA,0,NA,no,NA,high,high,high,neutral,paper,kg/ha,Tab. 1,3514,126,3,2022,259,3,-0.552667869,0.005897666,Forage-grain rotation,NA,Forage-grain rotation,1,15,no,NA,NA
study65,Welsh et al.,2009,"Agronomy Journal 101, 1027-1035",High yielding organic crop management decreases plant-available but not recalcitrant soil phosphorus,"Department of Soil Science, University of Manitoba",Canada,North America,yes,very high,temperate,journal,experimental,yes,no,543,wheat,cereals,short,"Glenlea Long-Term Rotation study, 1992-2004",University of Manitoba Glenlea research station,49.65,-97.12,2004,2004,Forage-grain rotation,no,annual,non-legume,comparable,no,NA,commercial,org stand,comparable,no,both mono,similar,no,plant,yes,no,more conv,no,0,NA,0,NA,no,NA,high,high,high,neutral,paper,kg/ha,Tab. 1,1872,272,3,680,153,3,-1.012669859,0.023912281,Forage-grain rotation,NA,Forage-grain rotation,1,15,no,NA,NA
study66,WICST,2007,WICST 12th Technical Report (http://wicst.wisc.edu/wp-content/uploads/93-09-yields-chemlite.pdf),WICST Annual Crop Yields,University of Wisconsin-Madison,United States,North America,yes,very high,temperate,grey,experimental,yes,no,550,wheat,cereals,long,"Wisconsin Integrated Cropping Systems Trials (WICST), 1993-2009",University of Wisconsin Arlington Research Station,43.3,-89.35,1995to2009,1995to2009,"Arlington, Org & low-input",no,annual,non-legume,comparable,no,young,low input,org stand,comparable,no,both multi-crop,similar,no,animal,NA,yes,NA,NA,NA,NA,NA,NA,no,standard,high,high,high,neutral,dataset,bu/ac,Tab. 1,68.61333333,19.46289021,15,57.77333333,12.16426069,15,-0.171959571,0.008319679,low-input,"17 years of data, no spatial deviation (likely no spatial replication)",org,0,,no,NA,NA
study66,WICST,2007,WICST 12th Technical Report (http://wicst.wisc.edu/wp-content/uploads/93-09-yields-chemlite.pdf),WICST Annual Crop Yields,University of Wisconsin-Madison,United States,North America,yes,very high,temperate,grey,experimental,yes,no,548,maize,cereals,long,"Wisconsin Integrated Cropping Systems Trials (WICST), 1993-2009",University of Wisconsin Arlington Research Station,43.3,-89.35,1995to2009,1995to2009,"Arlington, Org & low-input",no,annual,non-legume,comparable,no,young,low input,org stand,comparable,no,both mono,similar,no,animal,NA,yes,NA,NA,NA,NA,NA,NA,no,standard,high,high,high,neutral,dataset,bu/ac,Tab. 1,178.94,23.9362785,15,140.1066667,37.9172495,15,-0.244646517,0.006075662,low-input,"17 years of data, no spatial deviation (likely no spatial replication)",org,0,,no,NA,NA
study66,WICST,2007,WICST 12th Technical Report (http://wicst.wisc.edu/wp-content/uploads/93-09-yields-chemlite.pdf),WICST Annual Crop Yields,University of Wisconsin-Madison,United States,North America,yes,very high,temperate,grey,experimental,yes,no,549,soybean,oil crops,long,"Wisconsin Integrated Cropping Systems Trials (WICST), 1993-2009",University of Wisconsin Arlington Research Station,43.3,-89.35,1995to2009,1995to2009,"Arlington, Org & low-input",no,annual,legume,comparable,no,young,low input,org stand,comparable,no,both mono,similar,no,animal,NA,yes,NA,NA,NA,NA,NA,NA,no,standard,high,high,high,neutral,dataset,bu/ac,Tab. 1,52.15333333,10.89874611,15,47.32666667,13.49415041,15,-0.097114184,0.008331231,low-input,"17 years of data, no spatial deviation (likely no spatial replication)",org,0,,no,NA,NA
study67,Kalinova et al.,2011,Food Chemistry,"The influence of organic and conventional crop management, variety and year on the yield and flavonoid level in common buckwheat groats",University of South Bohemia,Czech Republic,Europe,yes,very high,temperate,journal,experimental,no,no,553,buckwheat,cereals,medium,field experiment,experimental farm in Lukavec,49.34,14.593,2005,2005,NA,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both mono,similar,no,animal,NA,yes,similar,yes,30,50,NA,NA,NA,standard,NA,NA,NA,NA,NA,t/ha,Tab.3,1.46,0.23,4,1.83,0.358,4,0.225879531,0.015771879,con - pyra var,NA,org - pyra var,1,16,no,yes,NA
study67,Kalinova et al.,2011,Food Chemistry,"The influence of organic and conventional crop management, variety and year on the yield and flavonoid level in common buckwheat groats",University of South Bohemia,Czech Republic,Europe,yes,very high,temperate,journal,experimental,no,no,557,buckwheat,cereals,medium,field experiment,experimental farm in Lukavec,49.34,14.593,2006,2006,NA,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both mono,similar,no,animal,NA,yes,similar,yes,30,50,NA,NA,NA,standard,NA,NA,NA,NA,NA,t/ha,Tab.3,2.18,0.216,4,2.22,0.106,4,0.018182319,0.003024301,con - spacinska,NA,org - spacinska,1,18,no,yes,NA
study67,Kalinova et al.,2011,Food Chemistry,"The influence of organic and conventional crop management, variety and year on the yield and flavonoid level in common buckwheat groats",University of South Bohemia,Czech Republic,Europe,yes,very high,temperate,journal,experimental,no,no,559,buckwheat,cereals,medium,field experiment,experimental farm in Lukavec,49.34,14.593,2005,2005,NA,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both mono,similar,no,animal,NA,yes,similar,yes,30,50,NA,NA,NA,standard,NA,NA,NA,NA,NA,t/ha,Tab.3,1.33,0.274,4,1.49,0.069,4,0.113597178,0.011146673,con - spacinska,NA,org - spacinska,1,18,no,yes,NA
study67,Kalinova et al.,2011,Food Chemistry,"The influence of organic and conventional crop management, variety and year on the yield and flavonoid level in common buckwheat groats",University of South Bohemia,Czech Republic,Europe,yes,very high,temperate,journal,experimental,no,no,556,buckwheat,cereals,medium,field experiment,experimental farm in Lukavec,49.34,14.593,2005,2005,NA,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both mono,similar,no,animal,NA,yes,similar,yes,30,50,NA,NA,NA,standard,NA,NA,NA,NA,NA,t/ha,Tab.3,1.33,0.053,4,1.33,0.288,4,0,0.012119538,con - jana var,NA,org - jana var,1,17,no,yes,NA
study67,Kalinova et al.,2011,Food Chemistry,"The influence of organic and conventional crop management, variety and year on the yield and flavonoid level in common buckwheat groats",University of South Bohemia,Czech Republic,Europe,yes,very high,temperate,journal,experimental,no,no,552,buckwheat,cereals,medium,field experiment,experimental farm in Lukavec,49.34,14.593,2007,2007,NA,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both mono,similar,no,animal,NA,yes,similar,yes,30,50,NA,NA,NA,standard,NA,NA,NA,NA,NA,t/ha,Tab.3,1.7,0.123,4,1.86,0.061,4,0.089948237,0.001577626,con - pyra var,NA,org - pyra var,1,16,no,yes,NA
study67,Kalinova et al.,2011,Food Chemistry,"The influence of organic and conventional crop management, variety and year on the yield and flavonoid level in common buckwheat groats",University of South Bohemia,Czech Republic,Europe,yes,very high,temperate,journal,experimental,no,no,551,buckwheat,cereals,medium,field experiment,experimental farm in Lukavec,49.34,14.593,2006,2006,NA,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both mono,similar,no,animal,NA,yes,similar,yes,30,50,NA,NA,NA,standard,NA,NA,NA,NA,NA,t/ha,Tab.3,1.32,0.208,4,1.45,0.274,4,0.09393182,0.015134522,con - pyra var,NA,org - pyra var,1,16,no,yes,NA
study67,Kalinova et al.,2011,Food Chemistry,"The influence of organic and conventional crop management, variety and year on the yield and flavonoid level in common buckwheat groats",University of South Bohemia,Czech Republic,Europe,yes,very high,temperate,journal,experimental,no,no,554,buckwheat,cereals,medium,field experiment,experimental farm in Lukavec,49.34,14.593,2006,2006,NA,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both mono,similar,no,animal,NA,yes,similar,yes,30,50,NA,NA,NA,standard,NA,NA,NA,NA,NA,t/ha,Tab.3,1.12,0.231,4,1.3,0.27,4,0.149035579,0.021418789,con - jana var,NA,org - jana var,1,17,no,yes,NA
study67,Kalinova et al.,2011,Food Chemistry,"The influence of organic and conventional crop management, variety and year on the yield and flavonoid level in common buckwheat groats",University of South Bohemia,Czech Republic,Europe,yes,very high,temperate,journal,experimental,no,no,555,buckwheat,cereals,medium,field experiment,experimental farm in Lukavec,49.34,14.593,2007,2007,NA,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both mono,similar,no,animal,NA,yes,similar,yes,30,50,NA,NA,NA,standard,NA,NA,NA,NA,NA,t/ha,Tab.3,0.78,0.063,4,0.9,0.8,4,0.143100844,0.199161781,con - jana var,NA,org - jana var,1,17,no,yes,NA
study67,Kalinova et al.,2011,Food Chemistry,"The influence of organic and conventional crop management, variety and year on the yield and flavonoid level in common buckwheat groats",University of South Bohemia,Czech Republic,Europe,yes,very high,temperate,journal,experimental,no,no,558,buckwheat,cereals,medium,field experiment,experimental farm in Lukavec,49.34,14.593,2007,2007,NA,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both mono,similar,no,animal,NA,yes,similar,yes,30,50,NA,NA,NA,standard,NA,NA,NA,NA,NA,t/ha,Tab.3,1.96,0.06,4,2.1,0.138,4,0.068992871,0.001313869,con - spacinska,NA,org - spacinska,1,18,no,yes,NA
study68,Song et al. ,2010,Journal of plantNutrition,"Yield, fruit quality, and nitrogen uptake of organic and convenitional muskmelon","College of Agriculture and Biology, Shanghai Jiao Tong University, Shanghai, China",China,Asia,no,medium,temperate,journal,experimental,no,no,561,melon,fruit,short,field experiment,experimental farm of Uttar Banga Krishi Viswavidyalaya,31.18.87,121.77.11,2004spring,2004spring,"could calculate amount of inputs, given in kg/m2",no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,NA,both mono,similar,no,animal,yes,yes,similar,yes,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,kg Fw/plant,Tab.2 ,1.61,0.069282032,3,1.56,0.173205081,3,-0.031548358,0.004726399,double conventional standard(CD),,double org standard (OD),1,,no,NA,NA
study68,Song et al. ,2010,Journal of plantNutrition,"Yield, fruit quality, and nitrogen uptake of organic and convenitional muskmelon","College of Agriculture and Biology, Shanghai Jiao Tong University, Shanghai, China",China,Asia,no,medium,temperate,journal,experimental,no,no,562,melon,fruit,short,field experiment,experimental farm of Uttar Banga Krishi Viswavidyalaya,31.18.87,121.77.11,2004autumn,2004autumn,"could calculate amount of inputs, given in kg/m2",no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,NA,both mono,similar,no,animal,yes,yes,similar,yes,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,kg Fw/plant,Tab.2 ,1.28,0.051961524,3,1.15,0.207846097,3,-0.107098136,0.011437785,zero fertilizer,"no fertilizer in autumn, applied in spring",zero fertilzer,1,,no,NA,NA
study68,Song et al. ,2010,Journal of plantNutrition,"Yield, fruit quality, and nitrogen uptake of organic and convenitional muskmelon","College of Agriculture and Biology, Shanghai Jiao Tong University, Shanghai, China",China,Asia,no,medium,temperate,journal,experimental,no,no,560,melon,fruit,short,field experiment,experimental farm of Uttar Banga Krishi Viswavidyalaya,31.18.87,121.77.11,2004spring,2004spring,"could calculate amount of inputs, given in kg/m2",no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,NA,both mono,similar,no,animal,yes,yes,similar,yes,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,kg Fw/plant,Tab.2 ,1.47,0.034641016,3,1.61,0.173205081,3,0.090971778,0.004042984,standard (CS),,standard (OS),1,,no,NA,NA
study68,Song et al. ,2010,Journal of plantNutrition,"Yield, fruit quality, and nitrogen uptake of organic and convenitional muskmelon","College of Agriculture and Biology, Shanghai Jiao Tong University, Shanghai, China",China,Asia,no,medium,temperate,journal,experimental,no,no,563,melon,fruit,short,field experiment,experimental farm of Uttar Banga Krishi Viswavidyalaya,31.18.87,121.77.11,2004autumn,2004autumn,"could calculate amount of inputs, given in kg/m2",no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,NA,both mono,similar,no,animal,yes,yes,similar,yes,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,kg Fw/plant,Tab.2 ,1.3,0.034641016,3,1.25,0.190525589,3,-0.039220713,0.007980686,standard (CS),,standard (OS),1,,no,NA,NA
study69,Suja et al. ,2012,Agron. Sustain. Dev.,"Higher yield, profit and soil quality from organic farming of elephant foot yam","Central Tuber Crops Research Institute, Sreekariyam,",India,Asia,no,medium,subtropical,journal,experimental,no,no,567,elephant foot yam,roots & tubers,long,field experiment,experimental farm,8.48,75.96,2007,2007,NA,yes,annual,non-legume,comparable,no,young,commercial,org stand,comparable,NA,both mono,similar,no,animal,yes,yes,similar,no,NA,NA,NA,NA,yes,no-till,NA,NA,NA,acidic,text,t/ha,Fig.5,46.7894,4.0741,5,57.2237,6.8478,5,0.201311467,0.004380394,conventional recommended,NA,org stand,1,1,no,NA,NA
